processed_text,label,original_text
sad,0,":-( sad puppy noise
"
dont one pls possible tell try yes,0,"Yes its possible but dint try. Pls dont tell to any one k
"
anyway around excuse go need people whenever youre,0,"Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota
"
happen,0,"Where you. What happen
"
ask gon lol na think,0,"I was gonna ask you lol but i think its at 7
"
currently go hgsuitelands pound rowwjhl send ur,1,"Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL
"
account call expires identifier point private show sim statement unredeemed,1,"PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04
"
go run shes street,0,"Go chase after her and run her over while she's crossing the street
"
call fantasy id like pmin rate stop tell text,1,"I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate)
"
coming friday get leave news place work,0,"Is there coming friday is leave for pongal?do you get any news from your work place.
"
hey huh si,0,"Hey... Very inconvenient for your sis a not huh?
"
got know ok,0,"Ok i vl..do u know i got adsense approved..
"
day good missing really see,0,"* Was really good to see you the other day dudette, been missing you!
"
go want,0,"I want to go to perumbavoor
"
laugh listen many time told use,0,"How many times i told in the stage all use to laugh. You not listen aha.
"
believe mind reply thing true txts wont,1,"You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
"
didnt hear,0,"(You didn't hear it from me)
"
brother dear saturday talk thanks,0,"Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.
"
back go open pls return ticket,0,"Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.
"
friend frnd reply see send stop yes,1,"Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468
"
baby make man pretty together,0,"She ran off with a younger man. we will make pretty babies together :)
"
apply call free get heart help need tc text,1,"Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.
"
door lol play yo,0,"O ic lol. Should play 9 doors sometime yo
"
bring call coming dad dunno go home lor lunch reach said school yup,0,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...
"
account contact cum customer detail id mail sent service ur,0,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us
"
bit doctor get going hair thats ur,0,"Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.
"
dont,0,"Hmmm.still we dont have opener?
"
amp away get mom next time week yeah,0,"Yeah so basically any time next week you can get away from your mom &amp; get up before 3
"
answer ask know man question said,0,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)
"
heart,0,"I will vote for wherever my heart guides me
"
job juz lor si,0,"With my sis lor... We juz watched italian job.
"
could die know need,0,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...
"
know well,0,"Lmao you know me so well...
"
bluetooth call double latest min mobile mobileupd offer orange price txt,1,"Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
"
around back club fancy ho im staying though today train way wednesday week,0,"Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?
"
da dear miss really,0,"Goodnight da thangam I really miss u dear.
"
course free go hey next sat sun tell there time,0,"Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free
"
bad eh really today,0,"Geeeee ... Your internet is really bad today, eh ?
"
call camera free half line min mobileupd mths phone price rental txts video,1,"Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674
"
da think,0,"I think i am disturbing her da
"
call ill later meeting sir sorry,0,"Sorry, I'll call you  later. I am in meeting sir.
"
car dad dinner free going havent leh orchard tonight,0,"Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?
"
also ok pm show wan watch,0,"Ok i also wan 2 watch e 9 pm show...
"
dun dunno haf lei like,0,"I dunno lei... Like dun haf...
"
brother ltgt pa,0,"But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.
"
afternoon call get hear later listen problem service south,0,"I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.
"
apply break claim number term uk,1,"83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 
"
talk,0,"Talk to g and x about that
"
amp dear friend new number,0,"Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju)
"
charity child mob moon need poly polys song tell tone txt ur,1,"5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
"
different style,0,"As in different styles?
"
age every play shopping starting store text tscs week win,1,"WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.
"
gud ni,0,"Gud ni8 dear..slp well..take care..swt dreams..Muah..
"
hurt ltgt sent sorry thats today want,0,"I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
"
attempt call cash either nd prize top week,1,"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921
"
didnt find glad im lol well,0,"Well, i'm glad you didn't find it totally disagreeable ... Lol
"
call care go guy oh take,0,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.
"
call camcorder colour free minute mobile new nokia phone reply text want,1,"Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.
"
get house mark meet tomorrow work,0,"Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.
"
amp bcoz heart keep nobody problem self ur win,0,"""Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..
"
call give got minute yeah youve,0,"Yeah, give me a call if you've got a minute
"
babe call hi via,0,"""HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS  FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,IL CALL U""
"
eye give let moon one plus result room see two woman,0,"Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-)
"
lar later pick,0,"Aiya we discuss later lar... Pick ü up at 4 is it?
"
birthday happy hey,0,"Hey happy birthday...
"
back call missed please sorry,0,"Sorry i missed your call. Can you please call back.
"
another bad day end one thing,0,"Omg if its not one thing its another. My cat has worms :/ when does this bad day end?
"
able come good im morning office today,0,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.
"
anything de wont,0,"I wont do anything de.
"
stuff type,0,"What type of stuff do you sing?
"
st,0,"St andre, virgil's cream
"
check room,0,"No no. I will check all rooms befor activities
"
ah den fri go okie,0,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...
"
talking,0,"Gokila is talking with you aha:)
"
back hi service,0,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.
"
birthday know month,0,"K.k.this month kotees birthday know?
"
even im ltgt oh really small,0,"But i'm really really broke oh. No amount is too small even  &lt;#&gt; 
"
didnt kate love mate phone sorry write,0,"Sorry about that this is my mates phone and i didnt write it love Kate
"
crazy free game get link new,1,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!
"
ah already co come doesnt friend invited may maybe money sort thing tho thought well wrong,0,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.
"
aight call close youre,0,"Aight, call me once you're close
"
fine might nope thats tho,0,"Nope thats fine. I might have a nap tho! 
"
attempt content mobile msg network order,1,"This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com
"
get money news weed week,0,"In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ
"
asked boy bt decided didnt energy fast free frnds gal girl gud hell hit like loved mind ni run secret story time,0,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8
"
buy car dis ltgt prob,0,"I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
"
break ya,0,"Ding me on ya break fassyole! Blacko from londn
"
baby kiss miss need really ur,0,"I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA
"
actually big bslvyl evening nice saying small start thing,0,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL
"
got many oh,0,"Oh you got many responsibilities.
"
call message new please,1,"You have 1 new message. Please call 08715205273
"
already ive reached sch,0,"I've reached sch already...
"
call camera colour free latest mobile mths update,1,"December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 
"
dis need st take wan,0,"U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?
"
fuck nobody town,0,"Argh why the fuck is nobody in town ;_;
"
apply best england get go network operator poly rate reply tone,1,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.
"
thanks,0,"Thanks. Fills me with complete calm and reassurance! 
"
,0,"Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....
"
driving,0,"Are you driving or training?
"
dad lol real told,0,"Lol for real. She told my dad I have cancer
"
account private statement,1,"PRIVATE! Your 2003 Account Statement for 078
"
ltgt oops,0,"Oops I did have it,  &lt;#&gt; ?
"
bus get house,0,"""NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?""
"
chikku hi msg nice send,0,"Hi Chikku, send some nice msgs
"
always like never sub treat,0,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary
"
ah den go liao lor orchard oso place plus rite work workin,0,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...
"
day great guy month well wish wonderful,0,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola
"
na study wan,0,"Cuz ibored. And don wanna study
"
nite til wed wot,0,"Wot about on wed nite I am 3 then but only til 9!
"
back friend frnd get god like many need poor rose send support try ur,0,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....
"
way,0,"Any way where are you and what doing.
"
free go hair ill right youll,0,"That sucks. I'll go over so u can do my hair. You'll do it free right?
"
also checking ltgt still time tried working,0,"it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; 
"
anything dat dunno hmm jus keep leh mayb small smth,0,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.
"
started today,0,"Sday only joined.so training we started today:)
"
sorry,0,"Sorry * was at the grocers.
"
cinema near nice pub,0,"There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?
"
await call collection del holiday pobox sae tc,1,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins
"
book call go havent want yup,0,"Yup... I havent been there before... You want to go for the yoga? I can call up to book 
"
boy cause dream even face getting im kid mark oh told yesterday,0,"Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.
"
like really treat would yeah,0,"Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.
"
every free get mate mobile nokia pobox st tell tone txt txting ur week wwwgetzedcouk,1,"FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
"
anything dont good guy help idea ill link see started stop,0,"Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.
"
come darlin fone gon hi im kate love na nite please,0,"Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate
"
im office,0,"I'm in office now da:)where are you?
"
give ill poor support thing think,0,"Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...
"
bad give great min oh play train,0,"Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.
"
free get go ready saturday stop summer worth,1,"Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
"
also come free getting tel time,0,"K..then come wenever u lik to come and also tel vikky to come by getting free time..:-)
"
call da happen pls,0,"Pls call me da. What happen.
"
bring happiness happy life new ur year,0,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)
"
away detail dont ill know problem right,0,"No problem with the renewal. I.ll do it right away but i dont know his details.
"
everything eye feel im like lot nobody right shop sitting stop want,0,"Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.
"
dinner gon havent left na probably til yet,0,"Haven't left yet so probably gonna be here til dinner
"
like ltgt question,0,"Like  &lt;#&gt; , same question
"
eve hey new ok party si went year,0,"MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY
"
bank company date detail need sir,0,"Sir, I need Velusamy sir's date of birth and company bank facilities details.
"
chat sm,0,"K k:) sms chat with me.
"
car come doctor please pm till wait,0,"I will come with karnan car. Please wait till 6pm will directly goto doctor.
"
player,0,"No but the bluray player can
"
later meeting ok,0,"Ok... Then r we meeting later?
"
cash come lol need,0,"Lol no. I just need to cash in my nitros. Hurry come on before I crash out!
"
later send text well,0,"Just send a text. We'll skype later.
"
ask leave need ok,0,"Ok leave no need to ask
"
call congrats game mate mobile music play ur wid,1,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p
"
got lesson sch still,0,"Ü still got lessons?  Ü in sch?
"
already believe dun leh muz thk told tot true,0,"Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.
"
camera charge oh,0,"Oh did you charge camera
"
got ive like open,0,"I‘ve got some salt, you can rub it in my open wounds if you like!
"
going im lunch,0,"Now i'm going for lunch.
"
call da done give ill im school stuff,0,"I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.
"
come oh tomorrow,0,"Oh k. . I will come tomorrow
"
aight see text tonight well whats,0,"Aight, text me tonight and we'll see what's up
"
,0,"U 2.
"
water,0,"Water logging in desert. Geoenvironmental implications.
"
birthday convey pls today wish,0,"Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
"
company food nice really,0,"Company is very good.environment is terrific and food is really nice:)
"
bed dream im miss nd one sweet watching,0,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u 
"
auction free join new nokia part sm take today txt,1,"SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!
"
hi hope let ok please said seen text would,0,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please 
"
babe cant crave enough fuck fucking get good hear kiss know love need voice,0,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*
"
de home pls sm sure,0,"K sure am in my relatives home. Sms me de. Pls:-)
"
like sent,0,"I sent them. Do you like?
"
need stop,0,"Fuuuuck I need to stop sleepin, sup
"
ill im jus later mrt take town,0,"I'm in town now so i'll jus take mrt down later.
"
la nice,0,"I just cooked a rather nice salmon a la you
"
facebook mine,0,"I uploaded mine to Facebook
"
time,0,"WHAT TIME U WRKIN?
"
okie,0,"Okie
"
apply chance comp detail entry get ipod rate std tc txt weekly win,1,"ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
"
claim free maybe msg pound reply stop txt,1,"Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP
"
call ill later sorry,0,"Sorry, I'll call later
"
back change den go liao muz oh plan,0,"Oh oh... Den muz change plan liao... Go back have to yan jiu again...
"
tampa,0,"It's wylie, you in tampa or sarasota?
"
dinner enjoy ok take time ur,0,"Ok... Take ur time n enjoy ur dinner...
"
co da darren dat den dinner dun feel later leave lor lunch meet meeting saying xy,0,"Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.
"
card collection free message mob per pic plus tone txt,1,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic 
"
better cheap feel happy im like make wine,0,"I like cheap! But i‘m happy to splash out on the wine if it makes you feel better..
"
another fine friend mine phone pls request send shes work,0,"She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.
"
hurt mon ugh,0,"Ugh my leg hurts. Musta overdid it on mon.
"
access call direct fixed line minute number per via,1,"Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk
"
await call collection del holiday pobox sae tc,1,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins
"
book discount get wot,0,"WOT STUDENT DISCOUNT CAN U GET ON BOOKS?
"
fine,0,"Me fine..absolutly fine
"
come get guess quite rite,0,"How come she can get it? Should b quite diff to guess rite...
"
call camera colour free latest mobile mths orange unlimited update weekend,1,"Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt
"
home ltgt minute reach ur,0,"I will reach ur home in  &lt;#&gt;  minutes
"
babe better cant got great im maybe photo see youd,0,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !
"
match think,0,"Hi.what you think about match?
"
cant child completely day enough give know mean med self stop take thinkin would,0,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop
"
run,0,"Dai i downloaded but there is only exe file which i can only run that exe after installing.
"
true yesterday,0,"It is only yesterday true true.
"
,0,"K.k.how is your business now?
"
pa selected,0,"3 pa but not selected.
"
friend frnd reply see send stop yes,1,"Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
"
buy keep ten two,0,"I keep ten rs in my shelf:) buy two egg.
"
late,0,"I am late. I will be there at
"
bad cant eat nice thats well,0,"Well thats nice. Too bad i cant eat it
"
box em home,0,"I accidentally brought em home in the box
"
dat need pls slowly,0,"Pls she needs to dat slowly or she will vomit more.
"
exam march take,0,"I have to take exam with in march 3
"
already babe cover feel goin ill nite,0,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)
"
ex nt staying,0,"5 nights...We nt staying at port step liao...Too ex
"
die stuff want,0,"If I die I want u to have all my stuffs.
"
bed da fuck oh old slept wid xxx year,0,"""OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX""
"
hurt like love pain rain see smile smiling someone still,0,"Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
"
heart im,0,"Prabha..i'm soryda..realy..frm heart i'm sory
"
he school turn,0,"I re-met alex nichols from middle school and it turns out he's dealing!
"
account call code expires fone identifier point private show statement unredeemed,1,"PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04
"
could keep mean ur word,0,"It means u could not keep ur words.
"
im nope still,0,"Nope, I'm still in the market
"
busy car day exam get gr guy im try trying way,0,"I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day
"
award call claim collect customer mobile number pls receive selected valued,1,"YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
"
da hey project started,0,"Hey what how about your project. Started aha da.
"
cool ok see ya,0,"Ok cool. See ya then.
"
also buying self,0,"Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?
"
lovable opinion pls reply silent simple,0,"Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
"
call contact could dating find know landline mobile service trying via,1,"Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch 
"
give still yeah,0,"Yeah I can still give you a ride
"
first hows jay sound want work,0,"Jay wants to work out first, how's 4 sound?
"
care chikku gud nyt sleep well,0,"Gud gud..k, chikku tke care.. sleep well gud nyt
"
checking part,0,"Its a part of checking IQ
"
hmm lor thinking,0,"Hmm thinking lor...
"
course dont grin keep kiss know loving must see smile,0,"Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*
"
great thank thanks week wonderful,0,"thanks for the temales it was wonderful. Thank. Have a great week.
"
nice princess see thank want,0,"Thank you princess! I want to see your nice juicy booty...
"
cant day eat havent im life med pizza sitting,0,"Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.
"
gud ni,0,"Gud ni8 dear..slp well..take care..swt dreams..Muah..
"
come search,0,"U come n search tat vid..not finishd..
"
im leaving little soon,0,"K I'm leaving soon, be there a little after 9
"
await box call cash collection holiday landline please po sae urgent,1,"Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+
"
easy fine fun guy last started stuff week work yeah,0,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!
"
alone cant help need study without,0,"You do your studies alone without anyones help. If you cant no need to study.
"
car please tell,0,"Please tell me not all of my car keys are in your purse
"
anything da didnt get,0,"I didnt get anything da
"
dream ok sweet,0,"Ok... Sweet dreams...
"
big shes surprise well,0,"Well she's in for a big surprise!
"
amp fine happy well,0,"As usual..iam fine, happy &amp; doing well..:)
"
chennai,0,"1 in cbe. 2 in chennai.
"
help meeting picking ur want,0,"Can help u swoop by picking u up from wherever ur other birds r meeting if u want.
"
anyone buy call found ltgt make say sure working youll,0,"If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .
"
love office park south started watching,0,"I absolutely LOVE South Park! I only recently started watching the office.
"
film see,0,"Did you see that film:)
"
anything ask friendship pls speak wont,0,"Pls speak with me. I wont ask anything other then you friendship.
"
bt dat get girl hello knw msg name person real say wen yes,0,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@
"
care gud,0,"Gud ni8.swt drms.take care
"
called darlin doin drink going hi im kate one parent phone pub something tonight,0,"HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN
"
anything dinner going home lar,0,"Anything lar then ü not going home 4 dinner?
"
bout good hows indian pete xx,0,"""ER, ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx""
"
another back busy call customer dont go ltd please pmin prize tc,1,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy 
"
care take,0,"Did u fix the teeth?if not do it asap.ok take care.
"
come dinner tonight wan,0,"So u wan 2 come for our dinner tonight a not?
"
care co etc hello need pick take,0,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!
"
,0,"Its too late:)but its k.wish you the same.
"
back booked coming day good half hi hope know let ur walk,0,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.
"
oh yeah,0,"Oh yeah clearly it's my fault
"
cant dunno leh lor mayb meeting remember time tmr wat,0,"Dunno leh cant remember mayb lor. So wat time r we meeting tmr?
"
amp back best fall friendship good hard know love make msg night one person ur,0,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...
"
awarded call claim guaranteed hr land line mobile number ppm prize urgent valid,1,"URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm
"
day enjoy full gud joy morning mrng sweet wake welcome,0,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".
"
around come,0,"Vikky, come around  &lt;TIME&gt; ..
"
princess,0,"And how you will do that, princess? :)
"
bt dont get gone info know,0,"I have gone into get info bt dont know what to do
"
probably yeah,0,"Yeah, probably here for a while
"
email id sent soon ur,0,"Sent me ur email id soon
"
claim free pobox prize tc txt urgent week word,1,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18
"
bad day im pretty still today,0,"I'm still pretty weak today .. Bad day ?
"
dont forget hey mine smile,0,"Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...
"
bt day frnd knw thought truth urself wen,0,"An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-)
"
congrats go hey home id ive luv,0,"Hey! Congrats 2u2. id luv 2 but ive had 2 go home!
"
call dear,0,"Dear where you. Call me
"
already eat havent smth trying xy,0,"Xy trying smth now. U eat already? We havent...
"
await box call cash collection holiday landline please po ppm sae tc urgent,1,"Urgent! Please call 09061213237 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+
"
